    ,Serial Number,Course Name,Course Code,Course Acronym,Prerequisites,Preferable_Prerequisites,Antirequisites,Semester,Professor,Credits,Cluster,OptionalDept,embed_link
,132,Object Oriented Programming and Design,CSE600A/ECE600A,OOPD,None,"CSE101, CSE102",None,Monsoon,Naveen Prakash,2,CSE,ECE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQ8t6zDXNdUNyyozg0SgYHARw90DUgkwl_POr3UUMLQf-7Qi3JxcvD7lwaeCu3SwQ/pubhtml?widget=true&amp;headers=false""></iframe>"
,63,Compilers,CSE601,CMP,"CSE101, CSE201, CSE102 ",Automata theory,None,Winter,Piyus Kedia,4,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vS7onZoXhG3etGVpNNsueP4ygOhngDOEfoFHQvskFkqnAD_Qbq1o7DBxTacN0cWnw/pubhtml?widget=true&amp;headers=false""></iframe>"
,134,Knowledge Graphs in Practice,CSE605A,KG,"""CSE508 or CSE551""","Python/Java, Machine learning, Semantic Web",None,Monsoon,Information not available,2,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQtT5Bsw9xW0GgBvaszeLkduhD00FQ02cemnO8CAOStDVp79dK7MPqFc71zrOkIIkxysH224iFpnXhd/pubhtml?gid=1541949958&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,64,Data Warehouse,CSE606,DW,"""CSE202""",None,None,Winter,Naveen Prakash,4,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTUf1fiIUkp1UxojLfvvK8drJnsQTvAa8c0_jZ678d9X5TNzgXrjaLxrhb7Vu5ME_DqKKhMXU9QMeC5/pubhtml?gid=1683895876&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,136,Data Lifecycle Management,CSE606A,DLM,CSE343/CSE543/ECE563,None,None,Monsoon,"Sameep Mehta, Hima Patel",2,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vR5UDMP80b1j6pPxTPD_lwcSeJHTXEu19xMUeVXMc8dWq_fW5gWmuFpll86hbau4283ouXgaTPCkg9R/pubhtml?gid=406761402&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,65,Statistical Computation,CSE609,SComp,MTH201,Basic understanding of R or MATLAB programming,None,Winter,Vibhor Kumar,4,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQx8Ux5MpcOcZa9B_46gM2V0hIvFhYwxv0Tke23sZIEOwLWzGfwS8zrt0yKdJpwBmYdQt-HwPxudkLK/pubhtml?gid=775108295&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,138,Explainable AI,CSE615,EAI,"CSE101 Intro to Programming,CSE102 Data Structures & Algorithms,CSE343/CSE543 Machine Learning",CSE643 Artificial Intelligence,None,Winter,V. Raghava Mutharaju,4,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSY0S4B7wkVrl9sZ-AufgQt5jVg2a-_cXgqoDMFe-hFDAvUkBeg4TYOH8fLWT3UDQ/pubhtml?widget=true&amp;headers=false""></iframe>"
,66,Meta-Learning,CSE618,MTL,At least one of the following courses: ECE363/ECE563/CSE543/CSE343/CSE342/CSE542/ECE356/ECE556/CSE642/ECE553 /CSE641,Experience in developing neural network models using pytorch.,None,Monsoon,Gautam Shroff,4,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/1xqzux2h-lOeKI90uvqlsAHes5WEhSSt8/pubhtml?widget=true&amp;headers=false""></iframe>"
,140,Parameterized Algorithms,CSE619,PALG,"CSE222 (ADA) or CSE525 (Graduate Algorithms), Discrete Mathematics (DM)","Knowledge of graph theory, discrete probability, theory of compuation including classical complexity classes (P, NP etc) are desirable.",None,Monsoon,Diptapriyo Majumdar,4,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTGcomoeAXKKvnLNPwxcO9U5aTqD6bzswPRzJ-QKnYTBpRSI0RvNuj6u98me88jkw/pubhtml?widget=true&amp;headers=false""></iframe>"
,67,Computational Complexity Theory,CSE621,,"CSE121 (or MTH210), CSE222 (can be waived if a student has a deep understanding of design and analysis of algorithms), CSE322 (I will cover Turing machines in the first week. I will conduct a short quiz after that. If students perform well, TOC can be waived off)", MTH201 ,None,Winter,Nikhil Gupta,4,Maths,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRZp2bIUG60lvFkadyzVRVoGMNz2ZkegwP32fTGkwPm0H1IYT3K477L4khlluQAJg/pubhtml?widget=true&amp;headers=false""></iframe>"
,142,Introduction to Quantum Computing,CSE622,IQC,"Linear Algebra, Probability and Statistics",Analysis and Design of Algorithms,None,Winter,Debajyoti Bera,4,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTXeH7uJZn42zISoAXE9sfog6ZIA_wwi2hTHtDiko2iHp271ElVz-AcgHOCkQJuNw/pubhtml?gid=555037019&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,68,Introduction to Quantum Computing,CSE622A,IQC,"Linear Algebra, Probability and Statistics",None,None,Winter,Debajyoti Bera,2,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRsQoKjBoD16nQSZaECFE119Y5GAyYlMmkHZQ1Ngo5svCadrFB69fU13lwhCJMuhA/pubhtml?gid=423690659&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,144,Introduction to Computational Complexity,CSE624A,ICC,"CSE121, CSE322, CSE102, MTH201",None,None,Monsoon,Nikhil Gupta,2,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vS9zzWRNmWDwtIg00tiPurpzB7O6yZZ3s1QtDQoxdgu4jqd9qujIOSq9UxXJBSHhw/pubhtml?gid=42519348&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,69,Advanced Operating Systems,CSE631,AOS,CSE231,None,None,Winter,Piyus Kedia,4,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vThskid0LW8W5YK_3gkn_tzYEUCIr-Uuiflv_8lzul1mAanx_zURv1CovzKPTMWDToRZxT5w2hU8lUM/pubhtml?gid=491090824&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,146,Semantic Web,CSE632,Sweb,"""CSE101,CSE202""",CSE201,None,Winter,Raghava Mutharaju,4,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQ_QMjASthjRxBHN0dWDS9qiYTBC65XW2LwM5IxiLn6dVM7mka1LMBosdApuCC_6A/pubhtml?widget=true&amp;headers=false""></iframe>"
,70,Robotics,CSE633/ECE670,IRob,None,None,None,Winter,Sayan Basu Roy,4,CSE,ECE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQcs-yctRS0NbiI5W_RZDU0L5uIEAb3HQk1h14OKJAusM3bLjdD5FBmo0nm06Td5P65eQte_6qsaUIG/pubhtml?gid=1048481514&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,148,Social Robotics,CSE633A,SR,None,None,None,Winter,Jainendra Shukla,2,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTI5ilreSHJRdVtdvqzSPxFILN6jj3PykTtdjhRQuiupBDZ3mDScRLGZuBj7VuknM7HjxZxYPCIEj_K/pubhtml?gid=492663949&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,71,Algorithmic techniques for Robot Planning (new),CSE634,ARP,CSE102 Data Structures & Algorithms,None,None,Monsoon,Tanmoy Kundu,4,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vT81v6Id_cB-IDjaaEKhVR6sqo11Xoc13Zj3LKMr6e13nbUujb8sZIawhCuDc9d3g/pubhtml?widget=true&amp;headers=false""></iframe>"
,150,Systems for AI,CSE634A,SAI,CSE-231,None,None,Winter,Piyus Kedia,1,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRzBnQmHgebhSftSqBQRJFrvKOB6oAF7AVA_yzvL-hFtF6zO6L_B7ceCdzSyyX-3A/pubhtml?widget=true&amp;headers=false""></iframe>"
,72,Communication Networks,CSE636/ECE636,COMN,"""MTH201""","ECE501, Probability and Random Processes, Programming in MATLAB and C++",None,Winter,Sanjit Kaul,4,CSE,ECE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vR8q7CuZIv3CY7w4CZqyv0LJBbfKLGVrrPtEsNDUnfMO_ZU1kSavpLyD9iLsobw-A/pubhtml?widget=true&amp;headers=false""></iframe>"
,152,Graduate Computer Networks,CSE637,GCN,,None,None,Winter,Mukulika Maity,4,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSuXN0tzvKdSClyvAwW7qHoajJ4bJJfpDemR-hPvOBh7ZVJoX-8gc_cI7ipAzKUNQ/pubhtml?widget=true&amp;headers=false""></iframe>"
,73,Graduate Systems (GS),CSE638,,None,None,"CSE231, CSE232",Winter,Rinku Shah,4,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQl0vVWq4Ef-5JzZM8jM0kD-yskiyorI1dLIZj2T1eMkNVjDbXkSkGaCmXYVLSLbw/pubhtml?widget=true&amp;headers=false""></iframe>"
,154,Collaborative Filtering,CSE640,CF,"""MTH100""",None,None,Monsoon,Angshul Majumdar,4,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vT0E0qoNG8tBMJH3f7zEzeADIR0W1BCLUjk8eSp8Gt3DcZRsDu0OgTMq-OAgb47-wLYAW-3idVZahaK/pubhtml?gid=965717698&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,74,Advanced Machine Learning,CSE642,AML,"MTH201, CSE343/CSE543 ","Pattern Recognition or Machine Learning, Deep-learning (desirable but not mandatory) / Python, exposure to Pandas and/or Pytorch is desirable",None,Winter,Gautam Shroff (G),4,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTaxT0jgPQDx6TDPmwDi3w_PJdvZmgmznubw4FqPq2EIh-K0EpIo9PiboNHgb5mfQ/pubhtml?widget=true&amp;headers=false""></iframe>"
,156,Artificial Intelligence,CSE643,AI,CSE102 Data Structures & Algorithms,CSE 121 Discrete Mathematics,None,Monsoon,"Gautam Shroff , Tanmoy Kundu",4,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQ4Zg8MQFmLI6JrUZ_HWSHLhhZzN1Op8aq8mAQHfLGfJrI6wSGi7dNJfZ9pqv5cow/pubhtml?widget=true&amp;headers=false""></iframe>"
,75,Privacy and Security in Online Social Media,CSE645,PSOSM,None,None,None,Winter,Ponnurangam Kumaraguru,4,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQL0aOhxywenmrVkmXof9XNgTIMvMGhPxml8LDzHX-5fGbPB2OW17fKNXjKeXzzUOBnRi-Q-GaMZn-u/pubhtml?gid=592300686&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,158,Topics in Adaptive Cybersecurity,CSE651,TAC,CSE345/CSE545,None,None,Monsoon,Information not available,4,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRt_JDf3nqyPX88DvvKKPIx4Aen--FKRg5b3oJmOCKKtMxsWTGWrHaDKxFjZZxhNeWhvOWUa4kJX4y9/pubhtml?gid=384866951&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,76,Topics in Cryptanalysis,CSE653,TC,None,"Applied Cryptography, Background of Linear and Abstract Algebra and, Probability and Statistics",None,Winter,Ravi Anand,4,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTiPKZdSGFy-91odwYPXrYJgfrQtj48IiRoGFMiydbEcJbp_a_Rg0aEUHop2JzGaw/pubhtml?widget=true&amp;headers=false""></iframe>"
,160,High-Dimensional Statistics and Optimization ,CSE654/ECE654,,"Linear Algebra (MTH 100), Probability and Statistics (MTH 201), Machine Learning (ECE363/ECE563/CSE343/543 or ECE666 / CSE517)","Convex Optimization, Statistical Learning Theory","Familiarity with Python, NumPy, PyTorch",Winter,Pravesh Biyani,4,CSE,ECE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTRXYn7t0fOHYBEGtHPfyCcURtKVoSm5fRCBhTR6BoOuFU4i2J9uHU3UUS6FuL_BQ/pubhtml?widget=true&amp;headers=false""></iframe>"
,77,Network Science,CSE655,NS,None,CSE102,None,Winter,Ganesh Bagler,4,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQJ-q-kEbTTrdGKsQvIQm8dUMt-aqBXKWty7QL9YaIXWK3LhW-w_zI3pPuyEDYTlGkBwp7otGMA-22D/pubhtml?gid=1296776501&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,162,Information Integration and Applications,CSE656,IIA,CSE202 (DBMS),Data Structures and Algorithms and Information Retrieval,None,Monsoon,Mukesh Mohania,4,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQl1jfCiSdnD6oSNRd1jLrfoG-f8MGczGBkz6P95vq88uJjLYxDTOqSAjHmDlBHRFtUjk7YS_MkcxvM/pubhtml?widget=true&amp;headers=false""></iframe>"
,78,Trustworthy AI systems,CSE660,TAIS,"""CSE643 or CSE343/CSE543/ECE563 or CSE342/CSE542""",None,CSE660A,Winter,C Anantram,4,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTNKtyOwmLiOd3e5LV_faL8FF-Dw_XU8zv03MxtbMOSni_iBRFxHVfIh01A2SrIygCNXo1NYRCKiSMv/pubhtml?gid=1890934262&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,164,Affective Computing,CSE661/DES507,AFC,"""CSE101, CSE102, CSE201""","CSE343/CSE543/ECE563: Machine Learning, CSE643: Artificial Intelligence",None,Monsoon,Jainendra Shukla,4,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSCNe_wMsK2S6FddAwYwPdsN3e0bfyLjFsQ2ozH_7u8AfFhKUl-WAr7apjF1u4VjvYJl6GrpdkANxdZ/pubhtml?gid=1637076029&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,79,Special Topics in Computer Vision,CSE662A,SCV,"""ECE350""",Digital Signal Processing,None,Winter,Information not available,2,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSPtSGJY_IiM9S3qcwD9F7rNjMFxmf0iNeYaZX2qbmgAIcw-a9if7Gv-DiPOZEO9Duze2XdAbz9cKg2/pubhtml?gid=1285684676&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,166,Edge AI,CSE663,EAI,"""CSE343/CSE543/ECE563, CSE342/CSE542""",Micro-controller,None,Winter,Information not available,4,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQYcgc-3A1CTQaVTu6jNzaXsNtt9Y0_CUiRmKPGB-bFKLk1mX187PgDjh2dyjt8yPcc5bSQIr57SJoI/pubhtml?gid=46108080&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,80,Meta-Learning,CSE663A,MEL,"""CSE643, CSE343/CSE543/ECE563 or CSE641""",None,None,Winter,Gautam Shrof,2,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTE2R4s1m2xe3rA3ZPnyJeUBfd2nu_w20ZcGOA2Ex2B_7v2C00u7T94ap3rPaRuUMyBaKadrcdFdRIP/pubhtml?gid=440080984&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,168,"Large Language Models
",CSE665,LLM,"NLP (CSE556), Deep Learning (ECE553) or Theories of Deep Learning (CSE516/ECE559) or Advances in Deep Learning (ECE677/CSE677)","ML (ECE363/ECE563/CSE343), IR (CSE508), SML (CSE342/CSE542/ECE356/ECE556)",None,Winter,"Rajiv Ratn Shah
",4,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQKMEWPvJIci6BSU9vbLjUfQs-OSPOvaf2v5mWHIcATRNLrhwWCEbGkJM77fuKMAA/pubhtml?widget=true&amp;headers=false""></iframe>"
,81,Distributed and Federated Machine Learning,CSE665A,DFML,"ECE363/ECE563/CSE343/CSE342/CSE542/ECE356/ECE556, MTH100, CSE101","MTH 201, MTH 203",None,Monsoon,"Bapi Chatterjee, Ranjitha Prasad",2,CSE,"CSAM, CSAI","<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSsQc1HY6f4Hhf0FqtRAv88XpNkQ62v6-5olT68G3hHZSv4bu90Vocid-pN07P3rw/pubhtml?widget=true&amp;headers=false""></iframe>"
,170,Advanced Computer Networks,CSE666,,Operating Systems (CSE231),None,CSE637,Winter,Mukulika Maity,4,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSuXN0tzvKdSClyvAwW7qHoajJ4bJJfpDemR-hPvOBh7ZVJoX-8gc_cI7ipAzKUNQ/pubhtml?widget=true&amp;headers=false""></iframe>"
,82,Decision Making for Multi-robot Systems,CSE667,DMMRS,CSE102 Data Structures & Algorithms,None,None,Winter,Tanmoy Kundu,4,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSoBKIqe4pGf2RglrHXzUG2IoZFi-j4k0VyRHAcgeVEwzpqwi9NDhu1Dgw5Ez1VxA/pubhtml?gid=752020814&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,172,Multimedia Security,CSE694F/ECE651,MS,"""ECE350""","ECE250: Signals and Systems, CSE344: Computer Vision",None,Winter,Information not available,4,CSE,ECE,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSAYLIGatDeVRnrmpsMieN3ilU0WnpkfE0kXzDMCNm_1SV8Dl1v-UC26NivIVkpgZpQ72Y0gIFwl5Vq/pubhtml?gid=306035239&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,83,Topics in Software Engineering: AI in SE,CSE701,TSE,None,None,None,Monsoon,Pankaj Jalote,4,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vS6e6oj01NRjhFdcYt3hewwCl1yI8wKfDVkDONScJyDmHWgbNXymWnGpKXGwgGtb8Oq97-MAU3g8BKe/pubhtml?widget=true&amp;headers=false""></iframe>"
,174,Advanced Topics in Mobile Computing,CSE734,ATMC,"""CSE232""","Operating Systems, Mobile Computing or Mobile Programming",None,Winter,Information not available,4,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTmwY1mGzOycjfV0udtIkIbhiwDWVs-J9kNRzEt-y45w_YA2WzNBnUHL_OWgNQLBt2yWh1tsxuR7w81/pubhtml?gid=989395989&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,84,Network Anonymity and Privacy,CSE749,NAP,None,"Computer Networks, Introductory Course in Systems and Network Security (e.g. Foundations of Computer Security) or any equivalent course",None,Monsoon,Sambuddho Chakravarty,4,CSE,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vS8US7HUwuuWAXEyIPCooPvCJWBfOaiMmKK6RaM_35Wj0rP3wJl7popg0qNjMlRl8LzldKaVXLvdEzM/pubhtml?gid=2020853934&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,176,Design Drawing & Visualization,DES101,DDV,None,"A Keen Eye, A Curious and Open Mind, Atitude to practice regularly, Determination to learn",None,Winter,"Indrani De Parker, Vibha Narula Gupta",4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vS-Rnv1xn8TTDMdXUPaa6JA83ERk6ovgmLaSSxbM_JDfvQlc6CX3nNE2aOq1zclpVhtYVbWI7iTP-hP/pubhtml?gid=1014395369&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,85,Introduction to HCI,DES102,IHCI,None,None,None,Winter,"Grace Eden, Rajiv Ratn Shah",4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTsDRl3Mb9ysUFqeZOgzF4v5-aJsZyWFfp8E9th6Ebz0t7CAVmBQaILdlQ3nSmVL2q3ehx6Zgie3_Vq/pubhtml?gid=853160820&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,178,Prototyping Interactive Systems,DES130,PIS,None,"Basic fluency with computers, Basic programming knowledge",None,Monsoon,Aman Parnami,4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTJxgVEn6Wro2tEr4T9ws8Bu5Py9v51aJC4-AXQCFnHxVzhlvP9bPabYPUXW5aQtcay5wU8yolR-dEk/pubhtml?gid=118570513&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,86,Design Processes and Perspectives,DES201,DPP,Completion of DESIGN DRAWING & VISUALISATION (DDV) Course Parallel Course VISUAL DESIGN & COMMUNICATION,"Ability to Sketch
Ability to Interact with People Ability to Communicate
Abiity to Work Beyond Expected Requirements. Working Knowledge of Softwares like Adobe Photoshop, Illustrator Balsmiq, Sketch etc with easy access to a computer.",None,Monsoon,Anmol Srivastava,4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/1ze10rh0z41sliW144hff-cSmuCrk0IIr/pubhtml?widget=true&amp;headers=false""></iframe>"
,180,Visual Design & Communication,DES202,VDC,DES101,"Working Knowledge of Software like Adobe Photoshop, Illustrator and Indesign. Alternate Open Source - Inkscape, Svg- Edit, Gimp, Pant.net, Pixlr, Balsmiq, Sketch, Scribus etc. Writing Skills",None,Monsoon,"Indrani De Parker, Vibha Narula Gupta",4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQU8P27CVZzgmr6QKORgmfeWPh7uaQf8NUC_4jOgsLTnW84y7nXXyakPqH3veg7Bzx6-c8r2mc6cD0p/pubhtml?widget=true&amp;headers=false""></iframe>"
,87,Human Computer Interaction ,DES204,HCI,None,None,CSE501,Winter,Grace Eden,4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRR5B4AENSgM_KDYEeZf3yZ9bqrdIkyxK3iQ8mWlcJQxCs9yLGjiy82Un162bZ1v6egH_VmAPb9Bi42/pubhtml?gid=867895045&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,182,Design of Interactive Systems,DES205/DES519,DIS,None,Human Computer Interaction and Introduction to Engineering Design,None,Monsoon,Rajiv Ratn Shah,4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRyck5ChIVnbfSdnxL53SNrfxCxOJaim3rCeTO1nwtuzjDBGOCQqN6bzPs8MG3fZNrowgtnpbLcytSO/pubhtml?gid=259116244&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,88,Prototyping Interactive Systems,DES206,PIS,None,None,None,Winter,Richa Gupta,4,CSD,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQyCRE2WtgZfsruh8_dV6tS0OyeviSZE2doeupMVJg0z9RQ-qgoK9Gen_27Q21vKQ/pubhtml?widget=true&amp;headers=false""></iframe>"
,184,Introduction to Animation and Graphics,DES302,IAG,None,None,Animation & Graphics,Monsoon,Anoop Ratn,4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQgEN4DBDDNlfe2AAwUnvU19C53jLLIgVLZWBd30wp2huUXwG3tr338tRQQK7a3Kg/pubhtml?widget=true&amp;headers=false""></iframe>"
,89,Film Making and Radio Podcasting,DES303,FMRP,None,None,None,Monsoon,Manohar Khushlani,4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSVdD_IBoiJAUQMe9iZw0iavs-TWU1Rf_btqCxl0WCPXW2jBtiCeRu3ZVweusavc0yYPYvLQUVhOu0R/pubhtml?gid=922806395&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,186,3D Animation filmmaking,DES305,3DAF,None,DES101,None,Monsoon,Anoop Ratn,4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vT4oWkxFaHKvAeA04oMOcI6CRoXIL69-TCuSCkyNnkQHSJ2zsodps5o5UXSXa-DCA/pubhtml?widget=true&amp;headers=false""></iframe>"
,90,Fundamentals of Audio for Engineers,DES501,FAE,Basic knowledge of Class 12 Maths & Physics,Basic knowledge of CAD,None,Monsoon,Angshu Das,4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/1-vXwf4kcISQMyZD_Q5Lqv6EuoRwgeYsH/pubhtml?widget=true&amp;headers=false""></iframe>"
,188,Introduction to 2D Animation,DES502,I2D,None,Design Drawing and Visualization (DES100),None,Winter,Anoop Ratn,4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRoqfqFWflH7dabU4LXwj1bfHbAqrwWG7Us_akWohIRTVMK9zTsGkOww2F9m2Q-wQ/pubhtml?widget=true&amp;headers=false""></iframe>"
,91,Introduction to 3D Character Animation,DES503,I3DA,"""DES302 or DES516""","Introduction to Motion Graphics (DES518), Design Drawing and Visualisation (DES100)",None,Winter,Anoop Ratn,4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSEm8iHtHB3vw4cvBnHKjPgFSJVrYK2S_2MWI1B9Szs5ooe7C77PXfgL5hH4srCVmmzjESiB-fX_d2o/pubhtml?gid=1129494464&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,190,Narratives in Visual Communication,DES504,NVC,None,"A keen and observant eye, A flair for drawing as a tool to communicate, Atitude to practice regularly, Motivation to push limits, DESIGN DRAWING & VISUALISATION (DES202), VISUAL DESIGN & COMMUNICATION (DES201) ",None,Winter,Indrani De Parker,4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRzZ-X8sQrma1w33eXxvHD0FmCySv5uxLYmXYMfbGUQQDifQe9nJ-tBzLAEnq51aBRsj0auIz0UVbA7/pubhtml?gid=323904771&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,92,Advanced topics in Human Centered Computing (ATHCC),DES506,ATHCC,DES204,Design of Interactive Systems,None,Winter,Pushpendra Singh,4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTfdIEmdpjxaS8yoNvNXlo1h9Rw5ekLCVUClu2KCP4e_QjOasc9HpfG8LDEW3fglRDRE5kbYm1z_AjK/pubhtml?gid=1448933464&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,192,Design Futures,DES509,DF,DES519,"DES202, DES204",None,Monsoon,Grace Eden,4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vS-9-JGg3Skzza0N_I8jlyMyo1Sw-zUGoZm0G0saeAzrBnflq9YkYPbecrXYNxxnQ/pubhtml?widget=true&amp;headers=false""></iframe>"
,93,Game Design and Development,DES512,GDD,None,None,None,Winter,Aman Samuel,4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQko_3Putqqq4WVYYn6lNQDImNWQdWTxuykEq4eGukwntiBz-NkKkM161TKtjGpWUnx5oF7F_s8v7tf/pubhtml?gid=964043804&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,194,"Wearable Applications, Research, Devices, Interactions",DES513,WARDI,None,"Android programming, Arduino programming, Circuit design, Sewing and stitching",None,Monsoon,Aman Parnami,4,DES,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQYyPhX6P9FDvIv-MeIBp8WizAJ4aIye_U_3C-8y_AxbJ_sxTbE1U1mxs2uj3n1YYYa0zcdIBPcPhwA/pubhtml?gid=421299294&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
